C/A,Unit,SCP,Station,Line Name,Division,Date,Time,Description,Entries,Exits                                                     
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/22/2015,01:57:54,REGULAR,625104,29031
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/21/2015,21:45:54,REGULAR,624992,29023
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/21/2015,17:33:54,REGULAR,624835,29015
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/21/2015,13:21:54,REGULAR,624670,29012
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/21/2015,09:09:54,REGULAR,624627,29004
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/21/2015,04:57:54,REGULAR,624617,29003
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/21/2015,00:45:54,REGULAR,624593,28992
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/20/2015,20:44:22,REGULAR,624445,28988
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/20/2015,16:32:22,REGULAR,624058,28971
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/20/2015,12:20:22,REGULAR,623925,28959
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/20/2015,08:08:22,REGULAR,623815,28955
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/20/2015,03:56:22,REGULAR,623788,28941
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/19/2015,23:44:22,REGULAR,623780,28936
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/19/2015,19:32:22,REGULAR,623561,28934
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/19/2015,15:20:22,REGULAR,623060,28924
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/19/2015,11:08:22,REGULAR,622984,28919
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/19/2015,06:56:22,REGULAR,622832,28916
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/19/2015,02:44:22,REGULAR,622823,28905
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/18/2015,22:32:22,REGULAR,622788,28894
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/18/2015,18:20:22,REGULAR,622471,28890
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/18/2015,14:08:22,REGULAR,622130,28881
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/18/2015,09:56:22,REGULAR,622082,28873
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/18/2015,05:44:22,REGULAR,621947,28864
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/18/2015,01:32:22,REGULAR,621942,28861
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/17/2015,21:20:22,REGULAR,621865,28855
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/17/2015,17:08:22,REGULAR,621472,28846
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/17/2015,12:56:22,REGULAR,621364,28836
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/17/2015,08:44:22,REGULAR,621294,28829
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/17/2015,04:32:22,REGULAR,621237,28826
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/17/2015,00:20:22,REGULAR,621228,28818
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/16/2015,20:08:22,REGULAR,621165,28815
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/16/2015,15:56:22,REGULAR,620996,28809
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/16/2015,11:44:22,REGULAR,620910,28803
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/16/2015,07:32:22,REGULAR,620883,28795
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/16/2015,03:20:22,REGULAR,620876,28793
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/15/2015,23:08:22,REGULAR,620866,28790
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/15/2015,18:56:22,REGULAR,620784,28787
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/15/2015,14:44:22,REGULAR,620642,28776
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/15/2015,10:32:22,REGULAR,620575,28769
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/15/2015,06:20:22,REGULAR,620565,28764
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/15/2015,02:08:22,REGULAR,620554,28763
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/14/2015,21:56:22,REGULAR,620451,28753
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/14/2015,17:44:22,REGULAR,620282,28745
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/14/2015,13:32:22,REGULAR,620103,28736
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/14/2015,09:20:22,REGULAR,620054,28734
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/14/2015,05:08:22,REGULAR,620037,28732
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/14/2015,00:56:22,REGULAR,620017,28730
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/13/2015,20:44:22,REGULAR,619869,28723
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/13/2015,16:32:22,REGULAR,619259,28714
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/13/2015,12:20:22,REGULAR,619093,28705
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/13/2015,08:08:22,REGULAR,618992,28698
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/13/2015,03:56:22,REGULAR,618962,28692
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/12/2015,23:30:22,REGULAR,618913,28676
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/12/2015,19:18:22,REGULAR,618629,28667
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/12/2015,15:06:22,REGULAR,618101,28660
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/12/2015,10:54:22,REGULAR,618054,28651
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/12/2015,06:42:22,REGULAR,617932,28644
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/12/2015,02:30:22,REGULAR,617928,28644
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/11/2015,22:18:22,REGULAR,617880,28633
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/11/2015,18:06:22,REGULAR,617457,28626
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/11/2015,13:54:22,REGULAR,617199,28616
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/11/2015,09:53:41,REGULAR,617151,28611
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/11/2015,05:44:22,REGULAR,616998,28606
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/11/2015,01:32:22,REGULAR,616992,28603
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/10/2015,21:20:22,REGULAR,616912,28598
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/10/2015,17:08:22,REGULAR,616309,28590
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/10/2015,12:56:22,REGULAR,616156,28578
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/10/2015,08:44:22,REGULAR,616088,28574
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/10/2015,04:32:22,REGULAR,615962,28567
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/10/2015,00:20:22,REGULAR,615956,28563
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/09/2015,20:08:22,REGULAR,615814,28557
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/09/2015,15:56:22,REGULAR,615314,28543
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/09/2015,11:44:22,REGULAR,615251,28532
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/09/2015,07:32:22,REGULAR,615115,28517
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/09/2015,03:20:22,REGULAR,615104,28515
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/08/2015,23:08:22,REGULAR,615102,28515
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/08/2015,18:56:22,REGULAR,615010,28512
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/08/2015,14:44:22,REGULAR,614843,28499
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/08/2015,10:32:22,REGULAR,614797,28492
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/08/2015,06:20:22,REGULAR,614785,28488
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/08/2015,02:08:22,REGULAR,614758,28485
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/07/2015,21:56:22,REGULAR,614651,28480
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/07/2015,17:44:22,REGULAR,614477,28462
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/07/2015,13:32:22,REGULAR,614329,28458
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/07/2015,09:20:22,REGULAR,614268,28456
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/07/2015,05:08:22,REGULAR,614257,28455
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/07/2015,00:56:22,REGULAR,614213,28446
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/06/2015,20:44:22,REGULAR,614084,28442
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/06/2015,16:32:22,REGULAR,613527,28435
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/06/2015,12:20:22,REGULAR,613392,28430
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/06/2015,08:08:22,REGULAR,613289,28420
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/06/2015,03:56:22,REGULAR,613248,28418
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/05/2015,23:44:22,REGULAR,613236,28410
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/05/2015,19:32:22,REGULAR,613025,28404
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/05/2015,15:19:31,REGULAR,612599,28392
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/05/2015,11:07:31,REGULAR,612498,28386
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/05/2015,06:55:31,REGULAR,612230,28381
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/05/2015,02:43:31,REGULAR,612216,28377
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/04/2015,22:31:31,REGULAR,612142,28364
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/04/2015,18:19:31,REGULAR,611583,28242
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/04/2015,14:07:31,REGULAR,611070,28235
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/04/2015,09:55:31,REGULAR,610989,28228
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/04/2015,05:43:31,REGULAR,610796,28222
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/04/2015,01:31:31,REGULAR,610790,28208
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/03/2015,21:19:31,REGULAR,610711,28197
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/03/2015,17:07:31,REGULAR,609863,28195
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/03/2015,12:55:31,REGULAR,609575,28191
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/03/2015,08:43:31,REGULAR,609459,28188
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/03/2015,04:31:31,REGULAR,609332,28178
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/03/2015,00:19:31,REGULAR,609328,28175
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/02/2015,20:07:31,REGULAR,609232,28171
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/02/2015,15:41:31,REGULAR,608801,28162
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/02/2015,11:29:31,REGULAR,608738,28152
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/02/2015,07:17:31,REGULAR,608633,28145
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/02/2015,03:05:31,REGULAR,608627,28139
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/01/2015,22:53:31,REGULAR,608606,28132
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/01/2015,18:41:31,REGULAR,608532,28122
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/01/2015,14:29:31,REGULAR,608238,28114
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/01/2015,10:17:31,REGULAR,608187,28110
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/01/2015,06:05:31,REGULAR,608179,28109
PTH11,R545,00-00-00,14TH STREET,1,PTH,02/01/2015,01:53:31,REGULAR,608155,28107
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/31/2015,21:41:31,REGULAR,608083,28101
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/31/2015,17:29:31,REGULAR,607726,28094
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/31/2015,13:17:31,REGULAR,607441,28089
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/31/2015,09:05:31,REGULAR,607323,28086
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/31/2015,04:53:31,REGULAR,607278,28081
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/31/2015,00:41:31,REGULAR,607194,28069
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/30/2015,20:29:31,REGULAR,606847,28063
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/30/2015,16:17:31,REGULAR,605949,28057
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/30/2015,12:05:31,REGULAR,605702,28051
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/30/2015,07:53:31,REGULAR,605538,28040
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/30/2015,03:41:31,REGULAR,605496,28034
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/29/2015,23:33:20,REGULAR,605447,28018
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/29/2015,19:31:31,REGULAR,605250,28011
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/29/2015,15:19:31,REGULAR,604830,28002
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/29/2015,11:07:31,REGULAR,604795,28000
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/29/2015,06:55:31,REGULAR,604734,27993
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/29/2015,02:43:31,REGULAR,604730,27990
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/28/2015,22:31:31,REGULAR,604713,27980
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/28/2015,18:19:31,REGULAR,604404,27976
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/28/2015,14:07:31,REGULAR,604097,27967
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/28/2015,09:55:31,REGULAR,604060,27958
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/28/2015,05:43:31,REGULAR,603928,27954
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/28/2015,01:31:31,REGULAR,603926,27951
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/27/2015,21:19:31,REGULAR,603917,27945
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/27/2015,17:07:31,REGULAR,603882,27940
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/27/2015,12:55:31,REGULAR,603870,27937
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/27/2015,08:43:31,REGULAR,603868,27934
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/27/2015,04:31:31,REGULAR,603868,27934
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/27/2015,00:19:31,REGULAR,603868,27934
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/26/2015,20:07:31,REGULAR,603861,27931
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/26/2015,15:55:31,REGULAR,603709,27923
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/26/2015,11:43:31,REGULAR,603384,27904
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/26/2015,07:31:31,REGULAR,603286,27897
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/26/2015,03:19:31,REGULAR,603269,27894
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/25/2015,23:07:31,REGULAR,603257,27889
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/25/2015,18:55:31,REGULAR,603176,27883
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/25/2015,14:43:31,REGULAR,603035,27871
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/25/2015,10:31:31,REGULAR,602966,27867
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/25/2015,06:19:31,REGULAR,602955,27865
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/25/2015,02:07:31,REGULAR,602934,27863
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/24/2015,21:55:31,REGULAR,602841,27854
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/24/2015,17:43:31,REGULAR,602689,27850
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/24/2015,13:31:31,REGULAR,602560,27842
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/24/2015,09:19:31,REGULAR,602523,27840
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/24/2015,05:07:31,REGULAR,602516,27814
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/24/2015,00:55:31,REGULAR,602479,27805
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/23/2015,20:43:31,REGULAR,602331,27794
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/23/2015,16:31:31,REGULAR,601881,27774
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/23/2015,12:19:31,REGULAR,601766,27767
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/23/2015,08:07:31,REGULAR,601654,27759
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/23/2015,03:55:31,REGULAR,601625,27755
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/22/2015,23:43:31,REGULAR,601613,27741
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/22/2015,19:31:31,REGULAR,601496,27730
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/22/2015,15:19:31,REGULAR,601047,27722
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/22/2015,11:07:31,REGULAR,601004,27720
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/22/2015,06:55:31,REGULAR,600866,27716
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/22/2015,02:43:31,REGULAR,600861,27714
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/21/2015,22:31:31,REGULAR,600832,27710
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/21/2015,18:19:31,REGULAR,600563,27702
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/21/2015,14:07:31,REGULAR,600263,27690
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/21/2015,09:55:31,REGULAR,600209,27683
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/21/2015,05:43:31,REGULAR,600083,27679
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/21/2015,01:31:31,REGULAR,600073,27675
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/20/2015,21:19:31,REGULAR,600017,27670
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/20/2015,17:07:31,REGULAR,599492,27661
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/20/2015,12:55:31,REGULAR,599344,27652
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/20/2015,08:43:31,REGULAR,599344,27647
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/20/2015,04:31:31,REGULAR,599344,27643
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/20/2015,00:19:31,REGULAR,599344,27638
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/19/2015,20:07:31,REGULAR,599344,27631
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/19/2015,15:55:31,REGULAR,599317,27626
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/19/2015,11:43:31,REGULAR,599266,27615
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/19/2015,07:31:31,REGULAR,599231,27604
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/19/2015,03:19:31,REGULAR,599227,27603
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/18/2015,23:07:31,REGULAR,599214,27603
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/18/2015,18:55:31,REGULAR,599164,27600
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/18/2015,14:43:31,REGULAR,599075,27593
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/18/2015,10:31:31,REGULAR,598989,27586
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/18/2015,06:19:31,REGULAR,598980,27586
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/18/2015,02:07:31,REGULAR,598961,27584
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/17/2015,21:55:31,REGULAR,598850,27581
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/17/2015,17:43:31,REGULAR,598656,27569
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/17/2015,13:42:02,REGULAR,598515,27564
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/17/2015,09:36:14,REGULAR,598503,27561
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/17/2015,05:28:28,REGULAR,598501,27560
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/17/2015,01:16:28,REGULAR,598494,27557
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/16/2015,21:04:28,REGULAR,598472,27542
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/16/2015,16:52:28,REGULAR,598187,27530
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/16/2015,12:40:28,REGULAR,597974,27525
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/16/2015,08:28:28,REGULAR,597885,27518
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/16/2015,04:16:28,REGULAR,597836,27514
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/16/2015,00:04:28,REGULAR,597825,27510
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/15/2015,19:52:28,REGULAR,597671,27497
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/15/2015,15:40:28,REGULAR,597134,27485
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/15/2015,11:28:28,REGULAR,597039,27478
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/15/2015,07:16:28,REGULAR,596928,27471
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/15/2015,03:04:28,REGULAR,596923,27469
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/14/2015,22:52:28,REGULAR,596910,27463
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/14/2015,18:40:28,REGULAR,596614,27451
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/14/2015,14:28:28,REGULAR,596226,27430
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/14/2015,10:16:28,REGULAR,596177,27424
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/14/2015,06:04:28,REGULAR,596058,27419
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/14/2015,01:52:28,REGULAR,596055,27414
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/13/2015,21:40:28,REGULAR,596007,27406
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/13/2015,17:28:28,REGULAR,595566,27398
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/13/2015,13:16:28,REGULAR,595304,27387
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/13/2015,09:04:28,REGULAR,595270,27382
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/13/2015,04:52:28,REGULAR,595175,27375
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/13/2015,00:40:28,REGULAR,595175,27375
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/12/2015,20:28:28,REGULAR,595095,27372
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/12/2015,16:16:28,REGULAR,594312,27360
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/12/2015,12:04:28,REGULAR,594184,27352
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/12/2015,07:38:28,REGULAR,593984,27346
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/12/2015,03:26:28,REGULAR,593960,27341
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/11/2015,23:14:28,REGULAR,593946,27339
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/11/2015,19:02:28,REGULAR,593808,27336
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/11/2015,14:50:28,REGULAR,593563,27333
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/11/2015,10:38:28,REGULAR,593405,27327
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/11/2015,06:26:28,REGULAR,593382,27324
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/11/2015,02:14:28,REGULAR,593338,27321
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/10/2015,22:02:28,REGULAR,593171,27315
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/10/2015,17:50:28,REGULAR,592929,27307
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/10/2015,13:38:28,REGULAR,592766,27294
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/10/2015,09:26:28,REGULAR,592707,27206
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/10/2015,05:14:28,REGULAR,592690,27203
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/10/2015,01:02:28,REGULAR,592653,27197
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/09/2015,20:50:28,REGULAR,592493,27191
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/09/2015,20:50:28,REGULAR,592493,27191
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/09/2015,16:38:28,REGULAR,591978,27174
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/09/2015,16:38:28,REGULAR,591978,27174
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/09/2015,12:26:28,REGULAR,591852,27164
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/09/2015,12:26:28,REGULAR,591852,27164
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/09/2015,08:14:28,REGULAR,591769,27159
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/09/2015,08:14:28,REGULAR,591769,27159
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/09/2015,04:02:28,REGULAR,591734,27152
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/09/2015,04:02:28,REGULAR,591734,27152
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/08/2015,23:50:28,REGULAR,591734,27152
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/08/2015,23:50:28,REGULAR,591734,27152
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/08/2015,19:38:28,REGULAR,591593,27144
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/08/2015,19:38:28,REGULAR,591593,27144
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/08/2015,15:26:28,REGULAR,591107,27130
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/08/2015,15:26:28,REGULAR,591107,27130
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/08/2015,11:14:28,REGULAR,591061,27126
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/08/2015,11:14:28,REGULAR,591061,27126
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/08/2015,07:02:28,REGULAR,590944,27118
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/08/2015,07:02:28,REGULAR,590944,27118
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/08/2015,02:50:28,REGULAR,590940,27117
